Name,Weapon Name,Affinity,Weapon Type,Icon,Physical Damage Type,Caption,Passive Effect 1,Passive Effect 2,Hidden Effect,Default Weapon Skill,Default Weapon Skill FP Cost,Weight,Sell Price,Upgrade Price,Attack Power (Critical),Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage (Standard),Physical Damage (Strike),Physical Damage (Slash),Physical Damage (Pierce),Infusable,Can Enchant,Achievement,Obtainable,ID,Weapon Group ID,Weapon ID,Affinity ID,Weapon Moveset Category,Magic Effect Category,SpEffect ID,Icon ID,Model ID,Reinforce Type ID,Behavior Variation ID,Sort Group Type ID,Sort Group ID,Sort ID
Cold Pickaxe,Pickaxe,Cold,Great Hammer,,Pierce,"Large pickaxe designed to crack thick bedrock. Tool of sturdy miners.

Not originally designed as a weapon, but very adept at piercing armor.
""Little wretches, do you think your armor harder than stone?""",Causes frost buildup (),-,-,Endure,9,10,100,630,100,22,10,0,0,0,No,No,No,Yes,Yes,No,No,Yes,12140900,12,14,0900,32,-,-1,10446,861,900,1205,1,150,2403011
Occult Pickaxe,Pickaxe,Occult,Great Hammer,,Pierce,"Large pickaxe designed to crack thick bedrock. Tool of sturdy miners.

Not originally designed as a weapon, but very adept at piercing armor.
""Little wretches, do you think your armor harder than stone?""",-,-,-,Endure,9,10,100,630,100,22,10,0,0,0,No,No,No,Yes,Yes,No,No,Yes,12141200,12,14,1200,32,-,-1,10446,861,1200,1205,1,150,2403012
Brick Hammer,Brick Hammer,Standard,Great Hammer,,Strike,"Weapon made from an ordinary stone brick. Wielded by a laborer who lead a rebellion, and later become a champion himself.

Even among other bludgeons of its size, this weapon is especially weighty. The strength of a giant is required to wield it.",-,-,-,Barbaric Roar,16,12.5,100,770,100,31,0,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12190000,12,19,0000,35,-,-1,10451,865,0,1200,1,150,2404000
Heavy Brick Hammer,Brick Hammer,Heavy,Great Hammer,,Strike,"Weapon made from an ordinary stone brick. Wielded by a laborer who lead a rebellion, and later become a champion himself.

Even among other bludgeons of its size, this weapon is especially weighty. The strength of a giant is required to wield it.",-,-,-,Barbaric Roar,16,12.5,100,770,100,31,0,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12190100,12,19,0100,35,-,-1,10451,865,6000,1200,1,150,2404001
Keen Brick Hammer,Brick Hammer,Keen,Great Hammer,,Strike,"Weapon made from an ordinary stone brick. Wielded by a laborer who lead a rebellion, and later become a champion himself.

Even among other bludgeons of its size, this weapon is especially weighty. The strength of a giant is required to wield it.",-,-,-,Barbaric Roar,16,12.5,100,770,100,31,0,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12190200,12,19,0200,35,-,-1,10451,865,200,1200,1,150,2404002
Quality Brick Hammer,Brick Hammer,Quality,Great Hammer,,Strike,"Weapon made from an ordinary stone brick. Wielded by a laborer who lead a rebellion, and later become a champion himself.

Even among other bludgeons of its size, this weapon is especially weighty. The strength of a giant is required to wield it.",-,-,-,Barbaric Roar,16,12.5,100,770,100,31,0,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12190300,12,19,0300,35,-,-1,10451,865,300,1200,1,150,2404003
Magic Brick Hammer,Brick Hammer,Magic,Great Hammer,,Strike,"Weapon made from an ordinary stone brick. Wielded by a laborer who lead a rebellion, and later become a champion himself.

Even among other bludgeons of its size, this weapon is especially weighty. The strength of a giant is required to wield it.",-,-,-,Barbaric Roar,16,12.5,100,770,100,31,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12190800,12,19,0800,35,-,-1,10451,865,800,1200,1,150,2404004
Fire Brick Hammer,Brick Hammer,Fire,Great Hammer,,Strike,"Weapon made from an ordinary stone brick. Wielded by a laborer who lead a rebellion, and later become a champion himself.

Even among other bludgeons of its size, this weapon is especially weighty. The strength of a giant is required to wield it.",-,-,-,Barbaric Roar,16,12.5,100,770,100,31,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12190400,12,19,0400,35,-,-1,10451,865,400,1200,1,150,2404005
Flame Art Brick Hammer,Brick Hammer,Flame Art,Great Hammer,,Strike,"Weapon made from an ordinary stone brick. Wielded by a laborer who lead a rebellion, and later become a champion himself.

Even among other bludgeons of its size, this weapon is especially weighty. The strength of a giant is required to wield it.",-,-,-,Barbaric Roar,16,12.5,100,770,100,31,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12190500,12,19,0500,35,-,-1,10451,865,500,1200,1,150,2404006
Lightning Brick Hammer,Brick Hammer,Lightning,Great Hammer,,Strike,"Weapon made from an ordinary stone brick. Wielded by a laborer who lead a rebellion, and later become a champion himself.

Even among other bludgeons of its size, this weapon is especially weighty. The strength of a giant is required to wield it.",-,-,-,Barbaric Roar,16,12.5,100,770,100,31,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12190600,12,19,0600,35,-,-1,10451,865,600,1200,1,150,2404007
Sacred Brick Hammer,Brick Hammer,Sacred,Great Hammer,,Strike,"Weapon made from an ordinary stone brick. Wielded by a laborer who lead a rebellion, and later become a champion himself.

Even among other bludgeons of its size, this weapon is especially weighty. The strength of a giant is required to wield it.",-,-,-,Barbaric Roar,16,12.5,100,770,100,31,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12190700,12,19,0700,35,-,-1,10451,865,700,1200,1,150,2404008
Poison Brick Hammer,Brick Hammer,Poison,Great Hammer,,Strike,"Weapon made from an ordinary stone brick. Wielded by a laborer who lead a rebellion, and later become a champion himself.

Even among other bludgeons of its size, this weapon is especially weighty. The strength of a giant is required to wield it.",Causes poison buildup (),-,-,Barbaric Roar,16,12.5,100,770,100,31,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12191000,12,19,1000,35,-,-1,10451,865,1000,1200,1,150,2404009
Blood Brick Hammer,Brick Hammer,Blood,Great Hammer,,Strike,"Weapon made from an ordinary stone brick. Wielded by a laborer who lead a rebellion, and later become a champion himself.

Even among other bludgeons of its size, this weapon is especially weighty. The strength of a giant is required to wield it.",Causes blood loss buildup (),-,-,Barbaric Roar,16,12.5,100,770,100,31,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12191100,12,19,1100,35,-,-1,10451,865,1100,1200,1,150,2404010
Cold Brick Hammer,Brick Hammer,Cold,Great Hammer,,Strike,"Weapon made from an ordinary stone brick. Wielded by a laborer who lead a rebellion, and later become a champion himself.

Even among other bludgeons of its size, this weapon is especially weighty. The strength of a giant is required to wield it.",Causes frost buildup (),-,-,Barbaric Roar,16,12.5,100,770,100,31,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12190900,12,19,0900,35,-,-1,10451,865,900,1200,1,150,2404011
Occult Brick Hammer,Brick Hammer,Occult,Great Hammer,,Strike,"Weapon made from an ordinary stone brick. Wielded by a laborer who lead a rebellion, and later become a champion himself.

Even among other bludgeons of its size, this weapon is especially weighty. The strength of a giant is required to wield it.",-,-,-,Barbaric Roar,16,12.5,100,770,100,31,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12191200,12,19,1200,35,-,-1,10451,865,1200,1200,1,150,2404012
Battle Hammer,Battle Hammer,Standard,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat. Used by duelists who were exiled from the colosseum.

Weighty enough to crush armor and its wearer alike.",-,-,-,Braggart's Roar,16,10,200,630,100,26,8,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12020000,12,02,0000,35,-,-1,10442,804,0,1200,1,150,2405000
Heavy Battle Hammer,Battle Hammer,Heavy,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat. Used by duelists who were exiled from the colosseum.

Weighty enough to crush armor and its wearer alike.",-,-,-,Braggart's Roar,16,10,200,630,100,26,8,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12020100,12,02,0100,35,-,-1,10442,804,6000,1200,1,150,2405001
Keen Battle Hammer,Battle Hammer,Keen,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat. Used by duelists who were exiled from the colosseum.

Weighty enough to crush armor and its wearer alike.",-,-,-,Braggart's Roar,16,10,200,630,100,26,8,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12020200,12,02,0200,35,-,-1,10442,804,200,1200,1,150,2405002
Quality Battle Hammer,Battle Hammer,Quality,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat. Used by duelists who were exiled from the colosseum.

Weighty enough to crush armor and its wearer alike.",-,-,-,Braggart's Roar,16,10,200,630,100,26,8,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12020300,12,02,0300,35,-,-1,10442,804,300,1200,1,150,2405003
Magic Battle Hammer,Battle Hammer,Magic,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat. Used by duelists who were exiled from the colosseum.

Weighty enough to crush armor and its wearer alike.",-,-,-,Braggart's Roar,16,10,200,630,100,26,8,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12020800,12,02,0800,35,-,-1,10442,804,800,1200,1,150,2405004
Fire Battle Hammer,Battle Hammer,Fire,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat. Used by duelists who were exiled from the colosseum.

Weighty enough to crush armor and its wearer alike.",-,-,-,Braggart's Roar,16,10,200,630,100,26,8,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12020400,12,02,0400,35,-,-1,10442,804,400,1200,1,150,2405005
Flame Art Battle Hammer,Battle Hammer,Flame Art,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat. Used by duelists who were exiled from the colosseum.

Weighty enough to crush armor and its wearer alike.",-,-,-,Braggart's Roar,16,10,200,630,100,26,8,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12020500,12,02,0500,35,-,-1,10442,804,500,1200,1,150,2405006
Lightning Battle Hammer,Battle Hammer,Lightning,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat. Used by duelists who were exiled from the colosseum.

Weighty enough to crush armor and its wearer alike.",-,-,-,Braggart's Roar,16,10,200,630,100,26,8,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12020600,12,02,0600,35,-,-1,10442,804,600,1200,1,150,2405007
Sacred Battle Hammer,Battle Hammer,Sacred,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat. Used by duelists who were exiled from the colosseum.

Weighty enough to crush armor and its wearer alike.",-,-,-,Braggart's Roar,16,10,200,630,100,26,8,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12020700,12,02,0700,35,-,-1,10442,804,700,1200,1,150,2405008
Poison Battle Hammer,Battle Hammer,Poison,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat. Used by duelists who were exiled from the colosseum.

Weighty enough to crush armor and its wearer alike.",Causes poison buildup (),-,-,Braggart's Roar,16,10,200,630,100,26,8,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12021000,12,02,1000,35,-,-1,10442,804,1000,1200,1,150,2405009
Blood Battle Hammer,Battle Hammer,Blood,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat. Used by duelists who were exiled from the colosseum.

Weighty enough to crush armor and its wearer alike.",Causes blood loss buildup (),-,-,Braggart's Roar,16,10,200,630,100,26,8,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12021100,12,02,1100,35,-,-1,10442,804,1100,1200,1,150,2405010
Cold Battle Hammer,Battle Hammer,Cold,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat. Used by duelists who were exiled from the colosseum.

Weighty enough to crush armor and its wearer alike.",Causes frost buildup (),-,-,Braggart's Roar,16,10,200,630,100,26,8,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12020900,12,02,0900,35,-,-1,10442,804,900,1200,1,150,2405011
Occult Battle Hammer,Battle Hammer,Occult,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat. Used by duelists who were exiled from the colosseum.

Weighty enough to crush armor and its wearer alike.",-,-,-,Braggart's Roar,16,10,200,630,100,26,8,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12021200,12,02,1200,35,-,-1,10442,804,1200,1200,1,150,2405012
Rotten Battle Hammer,Rotten Battle Hammer,Standard,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat, now festering with scarlet rot.

Weighty enough to crush armor and its wearer alike.",Causes scarlet rot buildup (),-,-,Braggart's Roar,16,10,200,830,100,26,8,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12210000,12,21,0000,35,-,-1,10453,876,0,1200,1,150,2406000
Heavy Rotten Battle Hammer,Rotten Battle Hammer,Heavy,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat, now festering with scarlet rot.

Weighty enough to crush armor and its wearer alike.",Causes scarlet rot buildup (),-,-,Braggart's Roar,16,10,200,830,100,26,8,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12210100,12,21,0100,35,-,-1,10453,876,6000,1200,1,150,2406001
Keen Rotten Battle Hammer,Rotten Battle Hammer,Keen,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat, now festering with scarlet rot.

Weighty enough to crush armor and its wearer alike.",Causes scarlet rot buildup (),-,-,Braggart's Roar,16,10,200,830,100,26,8,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12210200,12,21,0200,35,-,-1,10453,876,200,1200,1,150,2406002
Quality Rotten Battle Hammer,Rotten Battle Hammer,Quality,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat, now festering with scarlet rot.

Weighty enough to crush armor and its wearer alike.",Causes scarlet rot buildup (),-,-,Braggart's Roar,16,10,200,830,100,26,8,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12210300,12,21,0300,35,-,-1,10453,876,300,1200,1,150,2406003
Magic Rotten Battle Hammer,Rotten Battle Hammer,Magic,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat, now festering with scarlet rot.

Weighty enough to crush armor and its wearer alike.",Causes scarlet rot buildup (),-,-,Braggart's Roar,16,10,200,830,100,26,8,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12210800,12,21,0800,35,-,-1,10453,876,800,1200,1,150,2406004
Fire Rotten Battle Hammer,Rotten Battle Hammer,Fire,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat, now festering with scarlet rot.

Weighty enough to crush armor and its wearer alike.",Causes scarlet rot buildup (),-,-,Braggart's Roar,16,10,200,830,100,26,8,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12210400,12,21,0400,35,-,-1,10453,876,400,1200,1,150,2406005
Flame Art Rotten Battle Hammer,Rotten Battle Hammer,Flame Art,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat, now festering with scarlet rot.

Weighty enough to crush armor and its wearer alike.",Causes scarlet rot buildup (),-,-,Braggart's Roar,16,10,200,830,100,26,8,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12210500,12,21,0500,35,-,-1,10453,876,500,1200,1,150,2406006
Lightning Rotten Battle Hammer,Rotten Battle Hammer,Lightning,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat, now festering with scarlet rot.

Weighty enough to crush armor and its wearer alike.",Causes scarlet rot buildup (),-,-,Braggart's Roar,16,10,200,830,100,26,8,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12210600,12,21,0600,35,-,-1,10453,876,600,1200,1,150,2406007
Sacred Rotten Battle Hammer,Rotten Battle Hammer,Sacred,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat, now festering with scarlet rot.

Weighty enough to crush armor and its wearer alike.",Causes scarlet rot buildup (),-,-,Braggart's Roar,16,10,200,830,100,26,8,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12210700,12,21,0700,35,-,-1,10453,876,700,1200,1,150,2406008
Poison Rotten Battle Hammer,Rotten Battle Hammer,Poison,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat, now festering with scarlet rot.

Weighty enough to crush armor and its wearer alike.",Causes poison buildup (),Causes scarlet rot buildup (),-,Braggart's Roar,16,10,200,830,100,26,8,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12211000,12,21,1000,35,-,-1,10453,876,1000,1200,1,150,2406009
Blood Rotten Battle Hammer,Rotten Battle Hammer,Blood,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat, now festering with scarlet rot.

Weighty enough to crush armor and its wearer alike.",Causes blood loss buildup (),Causes scarlet rot buildup (),-,Braggart's Roar,16,10,200,830,100,26,8,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12211100,12,21,1100,35,-,-1,10453,876,1100,1200,1,150,2406010
Cold Rotten Battle Hammer,Rotten Battle Hammer,Cold,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat, now festering with scarlet rot.

Weighty enough to crush armor and its wearer alike.",Causes frost buildup (),Causes scarlet rot buildup (),-,Braggart's Roar,16,10,200,830,100,26,8,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12210900,12,21,0900,35,-,-1,10453,876,900,1200,1,150,2406011
Occult Rotten Battle Hammer,Rotten Battle Hammer,Occult,Great Hammer,,Strike,"Large iron great hammer designed for gladiatorial combat, now festering with scarlet rot.

Weighty enough to crush armor and its wearer alike.",Causes scarlet rot buildup (),-,-,Braggart's Roar,16,10,200,830,100,26,8,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12211200,12,21,1200,35,-,-1,10453,876,1200,1200,1,150,2406012
Celebrant's Skull,Celebrant's Skull,Standard,Great Hammer,,Strike,"Large bludgeon decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula, Windmill Village.

The striking end is a skull too large in size to be human.
Grants trace amounts of runes on landing attacks.",-,-,Rune Gain on Hit,Barbaric Roar,16,8.5,100,550,100,18,12,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12130000,12,13,0000,35,-,5010601,10445,860,0,1200,1,150,2407000
Celebrant's Heavy Skull,Celebrant's Skull,Heavy,Great Hammer,,Strike,"Large bludgeon decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula, Windmill Village.

The striking end is a skull too large in size to be human.
Grants trace amounts of runes on landing attacks.",-,-,Rune Gain on Hit,Barbaric Roar,16,8.5,100,550,100,18,12,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12130100,12,13,0100,35,-,5010601,10445,860,100,1200,1,150,2407001
Celebrant's Keen Skull,Celebrant's Skull,Keen,Great Hammer,,Strike,"Large bludgeon decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula, Windmill Village.

The striking end is a skull too large in size to be human.
Grants trace amounts of runes on landing attacks.",-,-,Rune Gain on Hit,Barbaric Roar,16,8.5,100,550,100,18,12,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12130200,12,13,0200,35,-,5010601,10445,860,200,1200,1,150,2407002
