Name,Weapon Name,Affinity,Weapon Type,Icon,Physical Damage Type,Caption,Passive Effect 1,Passive Effect 2,Hidden Effect,Default Ash of War,Default Ash of War FP Cost,Weight,Sell Price,Upgrade Price,Attack Power (Critical),Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage (Standard),Physical Damage (Strike),Physical Damage (Slash),Physical Damage (Pierce),Infusable,Can Enchant,Obtainable,ID,Weapon Group ID,Weapon ID,Imbue Type ID,Weapon Moveset Category,Magic Effect Category,SpEffect ID,Icon ID,Reinforce Type ID,Behavior Variation ID,AtkParam ID,Base Stamina Cost,Stamina Usage %,multiplied
Heavy Katar,Katar,Heavy,Fist,,Slash/Pierce,Imported dagger design with a rather unique handle. The blade can be swung about as the extension of one's fist.,-,-,-,Impaling Thrust,9,2.5,100,170,110,8,10,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,21100100,21,10,0100,42,-,-1,10809,100,2101,2101000,8,1.07,8.56
Keen Katar,Katar,Keen,Fist,,Slash/Pierce,Imported dagger design with a rather unique handle. The blade can be swung about as the extension of one's fist.,-,-,-,Impaling Thrust,9,2.5,100,170,110,8,10,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,21100200,21,10,0200,42,-,-1,10809,200,2101,2101000,8,1.07,8.56
Quality Katar,Katar,Quality,Fist,,Slash/Pierce,Imported dagger design with a rather unique handle. The blade can be swung about as the extension of one's fist.,-,-,-,Impaling Thrust,9,2.5,100,170,110,8,10,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,21100300,21,10,0300,42,-,-1,10809,300,2101,2101000,8,1.07,8.56
Fire Katar,Katar,Fire,Fist,,Slash/Pierce,Imported dagger design with a rather unique handle. The blade can be swung about as the extension of one's fist.,-,-,-,Impaling Thrust,9,2.5,100,170,110,8,10,0,0,0,No,No,Yes,Yes,Yes,No,Yes,21100400,21,10,0400,42,-,-1,10809,400,2101,2101000,8,1.07,8.56
Flame Art Katar,Katar,Flame Art,Fist,,Slash/Pierce,Imported dagger design with a rather unique handle. The blade can be swung about as the extension of one's fist.,-,-,-,Impaling Thrust,9,2.5,100,170,110,8,10,0,0,0,No,No,Yes,Yes,Yes,No,Yes,21100500,21,10,0500,42,-,-1,10809,500,2101,2101000,8,1.07,8.56
Lightning Katar,Katar,Lightning,Fist,,Slash/Pierce,Imported dagger design with a rather unique handle. The blade can be swung about as the extension of one's fist.,-,-,-,Impaling Thrust,9,2.5,100,170,110,8,10,0,0,0,No,No,Yes,Yes,Yes,No,Yes,21100600,21,10,0600,42,-,-1,10809,600,2101,2101000,8,1.07,8.56
Sacred Katar,Katar,Sacred,Fist,,Slash/Pierce,Imported dagger design with a rather unique handle. The blade can be swung about as the extension of one's fist.,-,-,-,Impaling Thrust,9,2.5,100,170,110,8,10,0,0,0,No,No,Yes,Yes,Yes,No,Yes,21100700,21,10,0700,42,-,-1,10809,700,2101,2101000,8,1.07,8.56
Magic Katar,Katar,Magic,Fist,,Slash/Pierce,Imported dagger design with a rather unique handle. The blade can be swung about as the extension of one's fist.,-,-,-,Impaling Thrust,9,2.5,100,170,110,8,10,0,0,0,No,No,Yes,Yes,Yes,No,Yes,21100800,21,10,0800,42,-,-1,10809,800,2101,2101000,8,1.07,8.56
Cold Katar,Katar,Cold,Fist,,Slash/Pierce,Imported dagger design with a rather unique handle. The blade can be swung about as the extension of one's fist.,Causes frost buildup (66),-,-,Impaling Thrust,9,2.5,100,170,110,8,10,0,0,0,No,No,Yes,Yes,Yes,No,Yes,21100900,21,10,0900,42,-,-1,10809,900,2101,2101000,8,1.07,8.56
Poison Katar,Katar,Poison,Fist,,Slash/Pierce,Imported dagger design with a rather unique handle. The blade can be swung about as the extension of one's fist.,Causes poison buildup (66),-,-,Impaling Thrust,9,2.5,100,170,110,8,10,0,0,0,No,No,Yes,Yes,Yes,No,Yes,21101000,21,10,1000,42,-,-1,10809,1000,2101,2101000,8,1.07,8.56
Blood Katar,Katar,Blood,Fist,,Slash/Pierce,Imported dagger design with a rather unique handle. The blade can be swung about as the extension of one's fist.,Causes blood loss buildup (57),-,-,Impaling Thrust,9,2.5,100,170,110,8,10,0,0,0,No,No,Yes,Yes,Yes,No,Yes,21101100,21,10,1100,42,-,-1,10809,1100,2101,2101000,8,1.07,8.56
Occult Katar,Katar,Occult,Fist,,Slash/Pierce,Imported dagger design with a rather unique handle. The blade can be swung about as the extension of one's fist.,-,-,-,Impaling Thrust,9,2.5,100,170,110,8,10,0,0,0,No,No,Yes,Yes,Yes,No,Yes,21101200,21,10,1200,42,-,-1,10809,1200,2101,2101000,8,1.07,8.56
Clinging Bone,Clinging Bone,-,Fist,,Slash/Pierce,"Horrific weapon made of a hardened skeletal arm. Wielded by Ensha of the Royal Remains. Fitted by placing one's hands into the fists' grips until they dig in. ""O clinging creature. A king relinquishes not the hand.""",-,-,-,Lifesteal Fist,14,3,200,190,100,8,22,0,0,16,No,No,Yes,Yes,No,No,Yes,21110000,21,11,0000,42,-,-1,10810,2200,2101,2101000,8,1.11,8.88
Veteran's Prosthesis,Veteran's Prosthesis,-,Fist,,Slash/Pierce,"Bladed prosthetic leg enwreathed with the power of lightning, instead attached to the fist. Commander Niall, veteran of Castle Sol, offered this prosthesis in exchange for the lives of defeated knights held prisoner. He went on to lead these men as an army of no nation.",-,-,-,Storm Kick,10,4,500,250,100,15,12,0,0,0,No,No,Yes,Yes,No,No,Yes,21120000,21,12,0000,42,-,-1,10811,2200,2112,2101000,8,1.2,9.6
Cipher Pata,Cipher Pata,-,Fist,,Slash/Pierce,"One of the weapons originating from the Two Fingers. A formless sequence of ciphers comprise its blade, and as such no shield can repel it. Deals holy damage. The furtive inscription appears to hang in the air; the language of light spoken by the Two Fingers.",-,-,-,Unblockable Blade,25,0,500,110,100,0,0,0,30,0,No,No,Yes,Yes,No,No,Yes,21130000,21,13,0000,42,-,-1,10812,2200,2113,2101000,8,1.01,8.08
Hookclaws,Hookclaws,Standard,Claw,,Slash/Pierce,"Weapon worn on the fist comprised of sharp parallel blades favored by those who lurk in the dark. Lacerations cause blood loss with great effect. Claw weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (60),-,-,Quickstep,3,2,100,150,110,8,14,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,22000000,22,00,0000,22,-,-1,10840,0,2200,2200000,8,1,8
Heavy Hookclaws,Hookclaws,Heavy,Claw,,Slash/Pierce,"Weapon worn on the fist comprised of sharp parallel blades favored by those who lurk in the dark. Lacerations cause blood loss with great effect. Claw weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (60),-,-,Quickstep,3,2,100,150,110,8,14,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,22000100,22,00,0100,22,-,-1,10840,100,2200,2200000,8,1,8
Keen Hookclaws,Hookclaws,Keen,Claw,,Slash/Pierce,"Weapon worn on the fist comprised of sharp parallel blades favored by those who lurk in the dark. Lacerations cause blood loss with great effect. Claw weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (60),-,-,Quickstep,3,2,100,150,110,8,14,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,22000200,22,00,0200,22,-,-1,10840,5000,2200,2200000,8,1,8
Quality Hookclaws,Hookclaws,Quality,Claw,,Slash/Pierce,"Weapon worn on the fist comprised of sharp parallel blades favored by those who lurk in the dark. Lacerations cause blood loss with great effect. Claw weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (60),-,-,Quickstep,3,2,100,150,110,8,14,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,22000300,22,00,0300,22,-,-1,10840,300,2200,2200000,8,1,8
Fire Hookclaws,Hookclaws,Fire,Claw,,Slash/Pierce,"Weapon worn on the fist comprised of sharp parallel blades favored by those who lurk in the dark. Lacerations cause blood loss with great effect. Claw weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (60),-,-,Quickstep,3,2,100,150,110,8,14,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22000400,22,00,0400,22,-,-1,10840,400,2200,2200000,8,1,8
Flame Art Hookclaws,Hookclaws,Flame Art,Claw,,Slash/Pierce,"Weapon worn on the fist comprised of sharp parallel blades favored by those who lurk in the dark. Lacerations cause blood loss with great effect. Claw weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (60),-,-,Quickstep,3,2,100,150,110,8,14,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22000500,22,00,0500,22,-,-1,10840,500,2200,2200000,8,1,8
Lightning Hookclaws,Hookclaws,Lightning,Claw,,Slash/Pierce,"Weapon worn on the fist comprised of sharp parallel blades favored by those who lurk in the dark. Lacerations cause blood loss with great effect. Claw weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (60),-,-,Quickstep,3,2,100,150,110,8,14,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22000600,22,00,0600,22,-,-1,10840,600,2200,2200000,8,1,8
Sacred Hookclaws,Hookclaws,Sacred,Claw,,Slash/Pierce,"Weapon worn on the fist comprised of sharp parallel blades favored by those who lurk in the dark. Lacerations cause blood loss with great effect. Claw weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (60),-,-,Quickstep,3,2,100,150,110,8,14,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22000700,22,00,0700,22,-,-1,10840,700,2200,2200000,8,1,8
Magic Hookclaws,Hookclaws,Magic,Claw,,Slash/Pierce,"Weapon worn on the fist comprised of sharp parallel blades favored by those who lurk in the dark. Lacerations cause blood loss with great effect. Claw weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (60),-,-,Quickstep,3,2,100,150,110,8,14,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22000800,22,00,0800,22,-,-1,10840,800,2200,2200000,8,1,8
Cold Hookclaws,Hookclaws,Cold,Claw,,Slash/Pierce,"Weapon worn on the fist comprised of sharp parallel blades favored by those who lurk in the dark. Lacerations cause blood loss with great effect. Claw weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes frost buildup (66),Causes blood loss buildup (45),-,Quickstep,3,2,100,150,110,8,14,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22000900,22,00,0900,22,-,-1,10840,900,2200,2200000,8,1,8
Poison Hookclaws,Hookclaws,Poison,Claw,,Slash/Pierce,"Weapon worn on the fist comprised of sharp parallel blades favored by those who lurk in the dark. Lacerations cause blood loss with great effect. Claw weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes poison buildup (66),Causes blood loss buildup (45),-,Quickstep,3,2,100,150,110,8,14,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22001000,22,00,1000,22,-,-1,10840,1000,2200,2200000,8,1,8
Blood Hookclaws,Hookclaws,Blood,Claw,,Slash/Pierce,"Weapon worn on the fist comprised of sharp parallel blades favored by those who lurk in the dark. Lacerations cause blood loss with great effect. Claw weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (57),-,-,Quickstep,3,2,100,150,110,8,14,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22001100,22,00,1100,22,-,-1,10840,1100,2200,2200000,8,1,8
Occult Hookclaws,Hookclaws,Occult,Claw,,Slash/Pierce,"Weapon worn on the fist comprised of sharp parallel blades favored by those who lurk in the dark. Lacerations cause blood loss with great effect. Claw weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (45),-,-,Quickstep,3,2,100,150,110,8,14,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22001200,22,00,1200,22,-,-1,10840,1200,2200,2200000,8,1,8
Venomous Fang,Venomous Fang,Standard,Claw,,Slash/Pierce,One of the weapons designed for gladiatorial combat. Used by duelists who were exiled from the colosseum. The black fang protruding from the bronze snake head is coated in deadly poison.,Causes poison buildup (72),-,-,Quickstep,3,2.5,100,130,100,9,9,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,22010000,22,01,0000,22,-,-1,10841,0,2200,2200000,8,0.99,7.92
Heavy Venomous Fang,Venomous Fang,Heavy,Claw,,Slash/Pierce,One of the weapons designed for gladiatorial combat. Used by duelists who were exiled from the colosseum. The black fang protruding from the bronze snake head is coated in deadly poison.,Causes poison buildup (72),-,-,Quickstep,3,2.5,100,130,100,9,9,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,22010100,22,01,0100,22,-,-1,10841,100,2200,2200000,8,0.99,7.92
Keen Venomous Fang,Venomous Fang,Keen,Claw,,Slash/Pierce,One of the weapons designed for gladiatorial combat. Used by duelists who were exiled from the colosseum. The black fang protruding from the bronze snake head is coated in deadly poison.,Causes poison buildup (72),-,-,Quickstep,3,2.5,100,130,100,9,9,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,22010200,22,01,0200,22,-,-1,10841,200,2200,2200000,8,0.99,7.92
Quality Venomous Fang,Venomous Fang,Quality,Claw,,Slash/Pierce,One of the weapons designed for gladiatorial combat. Used by duelists who were exiled from the colosseum. The black fang protruding from the bronze snake head is coated in deadly poison.,Causes poison buildup (72),-,-,Quickstep,3,2.5,100,130,100,9,9,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,22010300,22,01,0300,22,-,-1,10841,300,2200,2200000,8,0.99,7.92
Fire Venomous Fang,Venomous Fang,Fire,Claw,,Slash/Pierce,One of the weapons designed for gladiatorial combat. Used by duelists who were exiled from the colosseum. The black fang protruding from the bronze snake head is coated in deadly poison.,Causes poison buildup (72),-,-,Quickstep,3,2.5,100,130,100,9,9,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22010400,22,01,0400,22,-,-1,10841,400,2200,2200000,8,0.99,7.92
Flame Art Venomous Fang,Venomous Fang,Flame Art,Claw,,Slash/Pierce,One of the weapons designed for gladiatorial combat. Used by duelists who were exiled from the colosseum. The black fang protruding from the bronze snake head is coated in deadly poison.,Causes poison buildup (72),-,-,Quickstep,3,2.5,100,130,100,9,9,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22010500,22,01,0500,22,-,-1,10841,500,2200,2200000,8,0.99,7.92
Lightning Venomous Fang,Venomous Fang,Lightning,Claw,,Slash/Pierce,One of the weapons designed for gladiatorial combat. Used by duelists who were exiled from the colosseum. The black fang protruding from the bronze snake head is coated in deadly poison.,Causes poison buildup (72),-,-,Quickstep,3,2.5,100,130,100,9,9,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22010600,22,01,0600,22,-,-1,10841,600,2200,2200000,8,0.99,7.92
Sacred Venomous Fang,Venomous Fang,Sacred,Claw,,Slash/Pierce,One of the weapons designed for gladiatorial combat. Used by duelists who were exiled from the colosseum. The black fang protruding from the bronze snake head is coated in deadly poison.,Causes poison buildup (72),-,-,Quickstep,3,2.5,100,130,100,9,9,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22010700,22,01,0700,22,-,-1,10841,700,2200,2200000,8,0.99,7.92
Magic Venomous Fang,Venomous Fang,Magic,Claw,,Slash/Pierce,One of the weapons designed for gladiatorial combat. Used by duelists who were exiled from the colosseum. The black fang protruding from the bronze snake head is coated in deadly poison.,Causes poison buildup (72),-,-,Quickstep,3,2.5,100,130,100,9,9,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22010800,22,01,0800,22,-,-1,10841,800,2200,2200000,8,0.99,7.92
Cold Venomous Fang,Venomous Fang,Cold,Claw,,Slash/Pierce,One of the weapons designed for gladiatorial combat. Used by duelists who were exiled from the colosseum. The black fang protruding from the bronze snake head is coated in deadly poison.,Causes frost buildup (66),Causes poison buildup (66),-,Quickstep,3,2.5,100,130,100,9,9,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22010900,22,01,0900,22,-,-1,10841,900,2200,2200000,8,0.99,7.92
Poison Venomous Fang,Venomous Fang,Poison,Claw,,Slash/Pierce,One of the weapons designed for gladiatorial combat. Used by duelists who were exiled from the colosseum. The black fang protruding from the bronze snake head is coated in deadly poison.,Causes poison buildup (66),-,-,Quickstep,3,2.5,100,130,100,9,9,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22011000,22,01,1000,22,-,-1,10841,1000,2200,2200000,8,0.99,7.92
Blood Venomous Fang,Venomous Fang,Blood,Claw,,Slash/Pierce,One of the weapons designed for gladiatorial combat. Used by duelists who were exiled from the colosseum. The black fang protruding from the bronze snake head is coated in deadly poison.,Causes blood loss buildup (66),Causes poison buildup (57),-,Quickstep,3,2.5,100,130,100,9,9,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22011100,22,01,1100,22,-,-1,10841,1100,2200,2200000,8,0.99,7.92
Occult Venomous Fang,Venomous Fang,Occult,Claw,,Slash/Pierce,One of the weapons designed for gladiatorial combat. Used by duelists who were exiled from the colosseum. The black fang protruding from the bronze snake head is coated in deadly poison.,Causes poison buildup (66),-,-,Quickstep,3,2.5,100,130,100,9,9,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22011200,22,01,1200,22,-,-1,10841,1200,2200,2200000,8,0.99,7.92
Bloodhound Claws,Bloodhound Claws,Standard,Claw,,Slash/Pierce,Large curved claws used by Bloodhound Knights. The curve allows the weapon to slip through an enemy's guard.,Causes blood loss buildup (60),-,-,Bloodhound's Step,5,3,100,210,110,10,15,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,22020000,22,02,0000,22,-,-1,10842,0,2200,2200000,8,1.06,8.48
Heavy Bloodhound Claws,Bloodhound Claws,Heavy,Claw,,Slash/Pierce,Large curved claws used by Bloodhound Knights. The curve allows the weapon to slip through an enemy's guard.,Causes blood loss buildup (60),-,-,Bloodhound's Step,5,3,100,210,110,10,15,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,22020100,22,02,0100,22,-,-1,10842,100,2200,2200000,8,1.06,8.48
Keen Bloodhound Claws,Bloodhound Claws,Keen,Claw,,Slash/Pierce,Large curved claws used by Bloodhound Knights. The curve allows the weapon to slip through an enemy's guard.,Causes blood loss buildup (60),-,-,Bloodhound's Step,5,3,100,210,110,10,15,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,22020200,22,02,0200,22,-,-1,10842,200,2200,2200000,8,1.06,8.48
Quality Bloodhound Claws,Bloodhound Claws,Quality,Claw,,Slash/Pierce,Large curved claws used by Bloodhound Knights. The curve allows the weapon to slip through an enemy's guard.,Causes blood loss buildup (60),-,-,Bloodhound's Step,5,3,100,210,110,10,15,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,22020300,22,02,0300,22,-,-1,10842,300,2200,2200000,8,1.06,8.48
Fire Bloodhound Claws,Bloodhound Claws,Fire,Claw,,Slash/Pierce,Large curved claws used by Bloodhound Knights. The curve allows the weapon to slip through an enemy's guard.,Causes blood loss buildup (60),-,-,Bloodhound's Step,5,3,100,210,110,10,15,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22020400,22,02,0400,22,-,-1,10842,400,2200,2200000,8,1.06,8.48
Flame Art Bloodhound Claws,Bloodhound Claws,Flame Art,Claw,,Slash/Pierce,Large curved claws used by Bloodhound Knights. The curve allows the weapon to slip through an enemy's guard.,Causes blood loss buildup (60),-,-,Bloodhound's Step,5,3,100,210,110,10,15,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22020500,22,02,0500,22,-,-1,10842,500,2200,2200000,8,1.06,8.48
Lightning Bloodhound Claws,Bloodhound Claws,Lightning,Claw,,Slash/Pierce,Large curved claws used by Bloodhound Knights. The curve allows the weapon to slip through an enemy's guard.,Causes blood loss buildup (60),-,-,Bloodhound's Step,5,3,100,210,110,10,15,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22020600,22,02,0600,22,-,-1,10842,600,2200,2200000,8,1.06,8.48
Sacred Bloodhound Claws,Bloodhound Claws,Sacred,Claw,,Slash/Pierce,Large curved claws used by Bloodhound Knights. The curve allows the weapon to slip through an enemy's guard.,Causes blood loss buildup (60),-,-,Bloodhound's Step,5,3,100,210,110,10,15,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22020700,22,02,0700,22,-,-1,10842,700,2200,2200000,8,1.06,8.48
Magic Bloodhound Claws,Bloodhound Claws,Magic,Claw,,Slash/Pierce,Large curved claws used by Bloodhound Knights. The curve allows the weapon to slip through an enemy's guard.,Causes blood loss buildup (60),-,-,Bloodhound's Step,5,3,100,210,110,10,15,0,0,0,No,No,Yes,Yes,Yes,No,Yes,22020800,22,02,0800,22,-,-1,10842,800,2200,2200000,8,1.06,8.48
