Name,Weapon Name,Affinity,Weapon Type,Icon,Physical Damage Type,Caption,Passive Effect 1,Passive Effect 2,Hidden Effect,Default Ash of War,Default Ash of War FP Cost,Weight,Sell Price,Upgrade Price,Attack Power (Physical),Attack Power (Magic),Attack Power (Fire),Attack Power (Lightning),Attack Power (Holy),Attack Power (Critical),Attack Power (Stamina),Scaling Value (Str),Scaling Letter (Str),Scaling Value (Dex),Scaling Letter (Dex),Scaling Value (Int),Scaling Letter (Int),Scaling Value (Fai),Scaling Letter (Fai),Scaling Value (Arc),Scaling Letter (Arc),Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Guarded Damage Negation (Physical),Guarded Damage Negation (Magic),Guarded Damage Negation (Fire),Guarded Damage Negation (Lightning),Guarded Damage Negation (Holy),Guarded Damage Negation (Guard Boost),Guard Resistance Reduction,Guard Frost Reduction,Physical Damage (Standard),Physical Damage (Strike),Physical Damage (Slash),Physical Damage (Thrust),Can Enchant,ID,Weapon Group ID,Weapon ID,Imbue Type ID,Weapon Moveset Category,Icon ID,Reinforce Type ID,Behavior Variation ID,,Stamina Usage %,1H Light Stamina Usage
Celebrant's Cold Cleaver,Celebrant's Cleaver,Cold,Axe,,Standard,"Cleaver decorated with many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula, Windmill Village. Crafted from human bone. Grants trace amounts of runes upon landing attacks.",Causes frost buildup (66),-,Rune Gain on Hit,Wild Strikes,2,4.5,100,360,96,77,0,0,0,100,56,41,D,27,D,30,D,0,-,0,-,12,8,0,0,0,44.7,31.0,31.0,31.0,31.0,33,15.0,15.0,Yes,No,No,No,No,14060900,14,06,0900,30,10526,900,1406,11,1.07,11.77
Celebrant's Poison Cleaver,Celebrant's Cleaver,Poison,Axe,,Standard,"Cleaver decorated with many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula, Windmill Village. Crafted from human bone. Grants trace amounts of runes upon landing attacks.",Causes poison buildup (66),-,Rune Gain on Hit,Wild Strikes,2,4.5,100,360,96,0,0,0,0,100,56,41,D,27,D,0,-,0,-,30,D,12,8,0,0,0,44.7,31.0,31.0,31.0,31.0,33,15.0,15.0,Yes,No,No,No,No,14061000,14,06,1000,30,10526,1000,1406,11,1.07,11.77
Celebrant's Blood Cleaver,Celebrant's Cleaver,Blood,Axe,,Standard,"Cleaver decorated with many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula, Windmill Village. Crafted from human bone. Grants trace amounts of runes upon landing attacks.",Causes blood loss buildup (57),-,Rune Gain on Hit,Wild Strikes,2,4.5,100,360,96,0,0,0,0,100,56,41,D,27,D,0,-,0,-,30,D,12,8,0,0,0,44.7,31.0,31.0,31.0,31.0,33,15.0,15.0,Yes,No,No,No,No,14061100,14,06,1100,30,10526,1100,1406,11,1.07,11.77
Celebrant's Occult Cleaver,Celebrant's Cleaver,Occult,Axe,,Standard,"Cleaver decorated with many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula, Windmill Village. Crafted from human bone. Grants trace amounts of runes upon landing attacks.",-,-,Rune Gain on Hit,Wild Strikes,2,4.5,100,360,102,0,0,0,0,100,56,14,E,9,E,0,-,0,-,65,C,12,8,0,0,0,47.0,31.0,31.0,31.0,31.0,33,15.0,15.0,Yes,No,No,No,No,14061200,14,06,1200,30,10526,1200,1406,11,1.07,11.77
Icerind Hatchet,Icerind Hatchet,-,Axe,,Standard,"A hatchet with a frost-coated blade. One of several gifts given by Castle Sol in the distant north. Known as ""freezing fog,"" the blade is thought to be a dragon's scale. Inflicts a powerful frost effect.",Causes frost buildup (65),-,-,Hoarfrost Stomp,10,3,100,210,111,0,0,0,0,100,47,20,E,55,D,0,-,0,-,0,-,11,16,0,0,0,40.0,27.0,27.0,27.0,27.0,27,13.0,13.0,Yes,No,No,No,No,14080000,14,08,0000,30,10527,2200,1401,13,0.98,12.74
Highland Axe,Highland Axe,-,Axe,,Standard,Single-sided axe used by the warriors of the highlands. Brave combatants begin battle by crying out their names. Roars are enhanced by this weapon.,-,-,Enhance Roar/Breath Attack,War Cry,16,4.5,100,300,123,0,0,0,0,110,56,40,D,34,D,0,-,0,-,0,-,12,9,0,0,0,47.0,31.0,31.0,31.0,31.0,31,15.0,15.0,Yes,No,No,No,Yes,14100000,14,10,0000,30,10529,0,1400,13,1.07,13.91
Heavy Highland Axe,Highland Axe,Heavy,Axe,,Standard,Single-sided axe used by the warriors of the highlands. Brave combatants begin battle by crying out their names. Roars are enhanced by this weapon.,-,-,Enhance Roar/Breath Attack,War Cry,16,4.5,100,300,112,0,0,0,0,110,56,79,C,0,-,0,-,0,-,0,-,12,9,0,0,0,47.0,31.0,31.0,31.0,31.0,31,15.0,15.0,Yes,No,No,No,Yes,14100100,14,10,0100,30,10529,100,1400,13,1.07,13.91
Keen Highland Axe,Highland Axe,Keen,Axe,,Standard,Single-sided axe used by the warriors of the highlands. Brave combatants begin battle by crying out their names. Roars are enhanced by this weapon.,-,-,Enhance Roar/Breath Attack,War Cry,16,4.5,100,300,112,0,0,0,0,110,56,3,E,72,C,0,-,0,-,0,-,12,9,0,0,0,47.0,31.0,31.0,31.0,31.0,31,15.0,15.0,Yes,No,No,No,Yes,14100200,14,10,0200,30,10529,200,1400,13,1.07,13.91
Quality Highland Axe,Highland Axe,Quality,Axe,,Standard,Single-sided axe used by the warriors of the highlands. Brave combatants begin battle by crying out their names. Roars are enhanced by this weapon.,-,-,Enhance Roar/Breath Attack,War Cry,16,4.5,100,300,106,0,0,0,0,110,56,51,D,51,D,0,-,0,-,0,-,12,9,0,0,0,47.0,31.0,31.0,31.0,31.0,31,15.0,15.0,Yes,No,No,No,Yes,14100300,14,10,0300,30,10529,300,1400,13,1.07,13.91
Fire Highland Axe,Highland Axe,Fire,Axe,,Standard,Single-sided axe used by the warriors of the highlands. Brave combatants begin battle by crying out their names. Roars are enhanced by this weapon.,-,-,Enhance Roar/Breath Attack,War Cry,16,4.5,100,300,94,0,94,0,0,110,56,37,D,3,E,0,-,0,-,0,-,12,9,0,0,0,44.7,29.5,35.7,32.6,29.5,31,14.3,15.0,Yes,No,No,No,No,14100400,14,10,0400,30,10529,400,1400,13,1.07,13.91
Flame Art Highland Axe,Highland Axe,Flame Art,Axe,,Standard,Single-sided axe used by the warriors of the highlands. Brave combatants begin battle by crying out their names. Roars are enhanced by this weapon.,-,-,Enhance Roar/Breath Attack,War Cry,16,4.5,100,300,100,0,100,0,0,110,56,6,E,4,E,0,-,33,D,0,-,12,9,0,0,0,44.7,29.5,35.7,32.6,29.5,31,14.3,15.0,Yes,No,No,No,No,14100500,14,10,0500,30,10529,500,1400,13,1.07,13.91
Lightning Highland Axe,Highland Axe,Lightning,Axe,,Standard,Single-sided axe used by the warriors of the highlands. Brave combatants begin battle by crying out their names. Roars are enhanced by this weapon.,-,-,Enhance Roar/Breath Attack,War Cry,16,4.5,100,300,94,0,0,94,0,110,56,3,E,37,D,0,-,0,-,0,-,12,9,0,0,0,44.7,29.5,32.6,35.7,29.5,31,14.3,15.0,Yes,No,No,No,No,14100600,14,10,0600,30,10529,600,1400,13,1.07,13.91
Sacred Highland Axe,Highland Axe,Sacred,Axe,,Standard,Single-sided axe used by the warriors of the highlands. Brave combatants begin battle by crying out their names. Roars are enhanced by this weapon.,-,-,Enhance Roar/Breath Attack,War Cry,16,4.5,100,300,88,0,0,0,88,110,56,8,E,6,E,0,-,33,D,0,-,12,9,0,0,0,44.7,32.6,29.5,29.5,35.7,31,14.3,15.0,Yes,No,No,No,No,14100700,14,10,0700,30,10529,700,1400,13,1.07,13.91
Magic Highland Axe,Highland Axe,Magic,Axe,,Standard,Single-sided axe used by the warriors of the highlands. Brave combatants begin battle by crying out their names. Roars are enhanced by this weapon.,-,-,Enhance Roar/Breath Attack,War Cry,16,4.5,100,300,88,88,0,0,0,110,56,9,E,7,E,33,D,0,-,0,-,12,9,0,0,0,44.7,35.7,29.5,29.5,32.6,31,14.3,15.0,Yes,No,No,No,No,14100800,14,10,0800,30,10529,800,1400,13,1.07,13.91
Cold Highland Axe,Highland Axe,Cold,Axe,,Standard,Single-sided axe used by the warriors of the highlands. Brave combatants begin battle by crying out their names. Roars are enhanced by this weapon.,Causes frost buildup (66),-,Enhance Roar/Breath Attack,War Cry,16,4.5,100,300,100,79,0,0,0,110,56,36,D,30,D,25,D,0,-,0,-,12,9,0,0,0,44.7,31.0,31.0,31.0,31.0,31,15.0,15.0,Yes,No,No,No,No,14100900,14,10,0900,30,10529,900,1400,13,1.07,13.91
Poison Highland Axe,Highland Axe,Poison,Axe,,Standard,Single-sided axe used by the warriors of the highlands. Brave combatants begin battle by crying out their names. Roars are enhanced by this weapon.,Causes poison buildup (66),-,Enhance Roar/Breath Attack,War Cry,16,4.5,100,300,100,0,0,0,0,110,56,36,D,30,D,0,-,0,-,30,D,12,9,0,0,0,44.7,31.0,31.0,31.0,31.0,31,15.0,15.0,Yes,No,No,No,No,14101000,14,10,1000,30,10529,1000,1400,13,1.07,13.91
Bloody Highland Axe,Highland Axe,Blood,Axe,,Standard,Single-sided axe used by the warriors of the highlands. Brave combatants begin battle by crying out their names. Roars are enhanced by this weapon.,Causes blood loss buildup (57),-,Enhance Roar/Breath Attack,War Cry,16,4.5,100,300,100,0,0,0,0,110,56,36,D,30,D,0,-,0,-,30,D,12,9,0,0,0,44.7,31.0,31.0,31.0,31.0,31,15.0,15.0,Yes,No,No,No,No,14101100,14,10,1100,30,10529,1100,1400,13,1.07,13.91
Occult Highland Axe,Highland Axe,Occult,Axe,,Standard,Single-sided axe used by the warriors of the highlands. Brave combatants begin battle by crying out their names. Roars are enhanced by this weapon.,-,-,Enhance Roar/Breath Attack,War Cry,16,4.5,100,300,106,0,0,0,0,110,56,12,E,10,E,0,-,0,-,62,C,12,9,0,0,0,47.0,31.0,31.0,31.0,31.0,31,15.0,15.0,Yes,No,No,No,No,14101200,14,10,1200,30,10529,1200,1400,13,1.07,13.91
Sacrificial Axe,Sacrificial Axe,-,Axe,,Standard,Hatchet used in ancient sacrificial rite. A Deathbird is depicted as a malevolent deity. The power of the rite yet lingers. A small amount of FP is restored upon slaying a foe.,-,-,Enhance Roar/Breath Attack,Wild Strikes,2,5.5,100,370,128,0,0,0,0,100,61,43,D,30,D,0,-,0,-,0,-,16,10,0,0,0,49.0,33.0,33.0,33.0,33.0,33,16.0,16.0,Yes,No,No,No,Yes,14110000,14,11,0000,30,10530,0,1400,13,1.06,13.78
Heavy Sacrificial Axe,Sacrificial Axe,Heavy,Axe,,Standard,Hatchet used in ancient sacrificial rite. A Deathbird is depicted as a malevolent deity. The power of the rite yet lingers. A small amount of FP is restored upon slaying a foe.,-,-,Enhance Roar/Breath Attack,Wild Strikes,2,5.5,100,370,115,0,0,0,0,100,61,81,C,0,-,0,-,0,-,0,-,16,10,0,0,0,49.0,33.0,33.0,33.0,33.0,33,16.0,16.0,Yes,No,No,No,Yes,14110100,14,11,0100,30,10530,100,1400,13,1.06,13.78
Keen Sacrificial Axe,Sacrificial Axe,Keen,Axe,,Standard,Hatchet used in ancient sacrificial rite. A Deathbird is depicted as a malevolent deity. The power of the rite yet lingers. A small amount of FP is restored upon slaying a foe.,-,-,Enhance Roar/Breath Attack,Wild Strikes,2,5.5,100,370,115,0,0,0,0,100,61,3,E,72,C,0,-,0,-,0,-,16,10,0,0,0,49.0,33.0,33.0,33.0,33.0,33,16.0,16.0,Yes,No,No,No,Yes,14110200,14,11,0200,30,10530,200,1400,13,1.06,13.78
Quality Sacrificial Axe,Sacrificial Axe,Quality,Axe,,Standard,Hatchet used in ancient sacrificial rite. A Deathbird is depicted as a malevolent deity. The power of the rite yet lingers. A small amount of FP is restored upon slaying a foe.,-,-,Enhance Roar/Breath Attack,Wild Strikes,2,5.5,100,370,109,0,0,0,0,100,61,50,D,50,D,0,-,0,-,0,-,16,10,0,0,0,49.0,33.0,33.0,33.0,33.0,33,16.0,16.0,Yes,No,No,No,Yes,14110300,14,11,0300,30,10530,300,1400,13,1.06,13.78
Fire Sacrificial Axe,Sacrificial Axe,Fire,Axe,,Standard,Hatchet used in ancient sacrificial rite. A Deathbird is depicted as a malevolent deity. The power of the rite yet lingers. A small amount of FP is restored upon slaying a foe.,-,-,Enhance Roar/Breath Attack,Wild Strikes,2,5.5,100,370,97,0,97,0,0,100,61,37,D,3,E,0,-,0,-,0,-,16,10,0,0,0,46.6,31.4,38.0,34.7,31.4,33,15.2,16.0,Yes,No,No,No,No,14110400,14,11,0400,30,10530,400,1400,13,1.06,13.78
Flame Art Sacrificial Axe,Sacrificial Axe,Flame Art,Axe,,Standard,Hatchet used in ancient sacrificial rite. A Deathbird is depicted as a malevolent deity. The power of the rite yet lingers. A small amount of FP is restored upon slaying a foe.,-,-,Enhance Roar/Breath Attack,Wild Strikes,2,5.5,100,370,103,0,103,0,0,100,61,6,E,4,E,0,-,32,D,0,-,16,10,0,0,0,46.6,31.4,38.0,34.7,31.4,33,15.2,16.0,Yes,No,No,No,No,14110500,14,11,0500,30,10530,500,1400,13,1.06,13.78
Lightning Sacrificial Axe,Sacrificial Axe,Lightning,Axe,,Standard,Hatchet used in ancient sacrificial rite. A Deathbird is depicted as a malevolent deity. The power of the rite yet lingers. A small amount of FP is restored upon slaying a foe.,-,-,Enhance Roar/Breath Attack,Wild Strikes,2,5.5,100,370,97,0,0,97,0,100,61,3,E,37,D,0,-,0,-,0,-,16,10,0,0,0,46.6,31.4,34.7,38.0,31.4,33,15.2,16.0,Yes,No,No,No,No,14110600,14,11,0600,30,10530,600,1400,13,1.06,13.78
Sacred Sacrificial Axe,Sacrificial Axe,Sacred,Axe,,Standard,Hatchet used in ancient sacrificial rite. A Deathbird is depicted as a malevolent deity. The power of the rite yet lingers. A small amount of FP is restored upon slaying a foe.,-,-,Enhance Roar/Breath Attack,Wild Strikes,2,5.5,100,370,91,0,0,0,91,100,61,8,E,6,E,0,-,32,D,0,-,16,10,0,0,0,46.6,34.7,31.4,31.4,38.0,33,15.2,16.0,Yes,No,No,No,No,14110700,14,11,0700,30,10530,700,1400,13,1.06,13.78
Magic Sacrificial Axe,Sacrificial Axe,Magic,Axe,,Standard,Hatchet used in ancient sacrificial rite. A Deathbird is depicted as a malevolent deity. The power of the rite yet lingers. A small amount of FP is restored upon slaying a foe.,-,-,Enhance Roar/Breath Attack,Wild Strikes,2,5.5,100,370,91,91,0,0,0,100,61,9,E,6,E,32,D,0,-,0,-,16,10,0,0,0,46.6,38.0,31.4,31.4,34.7,33,15.2,16.0,Yes,No,No,No,No,14110800,14,11,0800,30,10530,800,1400,13,1.06,13.78
Cold Sacrificial Axe,Sacrificial Axe,Cold,Axe,,Standard,Hatchet used in ancient sacrificial rite. A Deathbird is depicted as a malevolent deity. The power of the rite yet lingers. A small amount of FP is restored upon slaying a foe.,Causes frost buildup (66),-,Enhance Roar/Breath Attack,Wild Strikes,2,5.5,100,370,103,83,0,0,0,100,61,38,D,27,D,29,D,0,-,0,-,16,10,0,0,0,46.6,33.0,33.0,33.0,33.0,33,16.0,16.0,Yes,No,No,No,No,14110900,14,11,0900,30,10530,900,1400,13,1.06,13.78
Poison Sacrificial Axe,Sacrificial Axe,Poison,Axe,,Standard,Hatchet used in ancient sacrificial rite. A Deathbird is depicted as a malevolent deity. The power of the rite yet lingers. A small amount of FP is restored upon slaying a foe.,Causes poison buildup (66),-,Enhance Roar/Breath Attack,Wild Strikes,2,5.5,100,370,103,0,0,0,0,100,61,38,D,27,D,0,-,0,-,30,D,16,10,0,0,0,46.6,33.0,33.0,33.0,33.0,33,16.0,16.0,Yes,No,No,No,No,14111000,14,11,1000,30,10530,1000,1400,13,1.06,13.78
Blood Sacrificial Axe,Sacrificial Axe,Blood,Axe,,Standard,Hatchet used in ancient sacrificial rite. A Deathbird is depicted as a malevolent deity. The power of the rite yet lingers. A small amount of FP is restored upon slaying a foe.,Causes blood loss buildup (57),-,Enhance Roar/Breath Attack,Wild Strikes,2,5.5,100,370,103,0,0,0,0,100,61,38,D,27,D,0,-,0,-,30,D,16,10,0,0,0,46.6,33.0,33.0,33.0,33.0,33,16.0,16.0,Yes,No,No,No,No,14111100,14,11,1100,30,10530,1100,1400,13,1.06,13.78
Occult Sacrificial Axe,Sacrificial Axe,Occult,Axe,,Standard,Hatchet used in ancient sacrificial rite. A Deathbird is depicted as a malevolent deity. The power of the rite yet lingers. A small amount of FP is restored upon slaying a foe.,-,-,Enhance Roar/Breath Attack,Wild Strikes,2,5.5,100,370,109,0,0,0,0,100,61,13,E,9,E,0,-,0,-,62,C,16,10,0,0,0,49.0,33.0,33.0,33.0,33.0,33,16.0,16.0,Yes,No,No,No,No,14111200,14,11,1200,30,10530,1200,1400,13,1.06,13.78
Rosus' Axe,Rosus' Axe,-,Axe,,Standard,"Usher of Death, Rosus, who shows the path to the catacombs throughout the Lands Between, is depicted on this ritual axe. The dead easily lose their way, and have always been in sore need of a guiding hand.",-,-,-,Rosus's Summons,15,5.5,200,360,106,68,0,0,0,100,58,46,D,20,E,40,D,0,-,0,-,18,10,18,0,0,44.0,44.0,30.0,30.0,30.0,33,16.0,16.0,Yes,No,No,No,No,14120000,14,12,0000,30,10531,2200,1412,14,1.1,15.4
Stormhawk Axe,Stormhawk Axe,-,Axe,,Standard,"Battle axe designed to resemble a hawk, with its wings comprising the blade. Signature weapon of warriors who strive to remain one with the storm, despite being so far from their place of birth. Their hearts are proud, and thereby easily undone.",-,-,-,Thunderstorm,19,5.5,200,300,130,0,0,0,0,100,58,41,D,33,D,0,-,0,-,0,-,19,15,0,0,0,49.0,33.0,33.0,33.0,33.0,31,16.0,16.0,Yes,No,No,No,No,14140000,14,14,0000,30,10533,2200,1414,14,1.1,15.4
Greataxe,Greataxe,-,Greataxe,,Standard,"Greataxe akin to a huge lump of iron. Recognized as the weapon of choice of badland chieftains. Too heavy to be wielded by those of merely ordinary strength, blows from this axe will flatten enemies, and the force of its charged attack is a sight to behold.",-,-,-,Barbaric Roar,16,13,100,770,151,0,0,0,0,100,84,50,D,31,D,0,-,0,-,0,-,30,8,0,0,0,53.0,37.0,37.0,37.0,37.0,37,21.0,21.0,Yes,No,No,No,Yes,15000000,15,00,0000,32,10560,0,1500,16,1.005,16.08
Heavy Greataxe,Greataxe,Heavy,Greataxe,,Standard,"Greataxe akin to a huge lump of iron. Recognized as the weapon of choice of badland chieftains. Too heavy to be wielded by those of merely ordinary strength, blows from this axe will flatten enemies, and the force of its charged attack is a sight to behold.",-,-,-,Barbaric Roar,16,13,100,770,138,0,0,0,0,100,84,84,C,0,-,0,-,0,-,0,-,30,8,0,0,0,53.0,37.0,37.0,37.0,37.0,37,21.0,21.0,Yes,No,No,No,Yes,15000100,15,00,0100,32,10560,100,1500,16,1.005,16.08
Keen Greataxe,Greataxe,Keen,Greataxe,,Standard,"Greataxe akin to a huge lump of iron. Recognized as the weapon of choice of badland chieftains. Too heavy to be wielded by those of merely ordinary strength, blows from this axe will flatten enemies, and the force of its charged attack is a sight to behold.",-,-,-,Barbaric Roar,16,13,100,770,138,0,0,0,0,100,84,6,E,75,C,0,-,0,-,0,-,30,8,0,0,0,53.0,37.0,37.0,37.0,37.0,37,21.0,21.0,Yes,No,No,No,Yes,15000200,15,00,0200,32,10560,200,1500,16,1.005,16.08
Quality Greataxe,Greataxe,Quality,Greataxe,,Standard,"Greataxe akin to a huge lump of iron. Recognized as the weapon of choice of badland chieftains. Too heavy to be wielded by those of merely ordinary strength, blows from this axe will flatten enemies, and the force of its charged attack is a sight to behold.",-,-,-,Barbaric Roar,16,13,100,770,131,0,0,0,0,100,84,53,D,53,D,0,-,0,-,0,-,30,8,0,0,0,53.0,37.0,37.0,37.0,37.0,37,21.0,21.0,Yes,No,No,No,Yes,15000300,15,00,0300,32,10560,300,1500,16,1.005,16.08
Fire Greataxe,Greataxe,Fire,Greataxe,,Standard,"Greataxe akin to a huge lump of iron. Recognized as the weapon of choice of badland chieftains. Too heavy to be wielded by those of merely ordinary strength, blows from this axe will flatten enemies, and the force of its charged attack is a sight to behold.",-,-,-,Barbaric Roar,16,13,100,770,116,0,116,0,0,100,84,41,D,4,E,0,-,0,-,0,-,30,8,0,0,0,50.4,35.2,42.6,38.9,35.2,37,20.0,21.0,Yes,No,No,No,No,15000400,15,00,0400,32,10560,400,1500,16,1.005,16.08
Flame Art Greataxe,Greataxe,Flame Art,Greataxe,,Standard,"Greataxe akin to a huge lump of iron. Recognized as the weapon of choice of badland chieftains. Too heavy to be wielded by those of merely ordinary strength, blows from this axe will flatten enemies, and the force of its charged attack is a sight to behold.",-,-,-,Barbaric Roar,16,13,100,770,124,0,124,0,0,100,84,12,E,7,E,0,-,30,D,0,-,30,8,0,0,0,50.4,35.2,42.6,38.9,35.2,37,20.0,21.0,Yes,No,No,No,No,15000500,15,00,0500,32,10560,500,1500,16,1.005,16.08
Lightning Greataxe,Greataxe,Lightning,Greataxe,,Standard,"Greataxe akin to a huge lump of iron. Recognized as the weapon of choice of badland chieftains. Too heavy to be wielded by those of merely ordinary strength, blows from this axe will flatten enemies, and the force of its charged attack is a sight to behold.",-,-,-,Barbaric Roar,16,13,100,770,116,0,0,116,0,100,84,4,E,41,D,0,-,0,-,0,-,30,8,0,0,0,50.4,35.2,38.9,42.6,35.2,37,20.0,21.0,Yes,No,No,No,No,15000600,15,00,0600,32,10560,600,1500,16,1.005,16.08
Sacred Greataxe,Greataxe,Sacred,Greataxe,,Standard,"Greataxe akin to a huge lump of iron. Recognized as the weapon of choice of badland chieftains. Too heavy to be wielded by those of merely ordinary strength, blows from this axe will flatten enemies, and the force of its charged attack is a sight to behold.",-,-,-,Barbaric Roar,16,13,100,770,109,0,0,0,109,100,84,15,E,9,E,0,-,30,D,0,-,30,8,0,0,0,50.4,38.9,35.2,35.2,42.6,37,20.0,21.0,Yes,No,No,No,No,15000700,15,00,0700,32,10560,700,1500,16,1.005,16.08
Magic Greataxe,Greataxe,Magic,Greataxe,,Standard,"Greataxe akin to a huge lump of iron. Recognized as the weapon of choice of badland chieftains. Too heavy to be wielded by those of merely ordinary strength, blows from this axe will flatten enemies, and the force of its charged attack is a sight to behold.",-,-,-,Barbaric Roar,16,13,100,770,109,109,0,0,0,100,84,11,E,6,E,36,D,0,-,0,-,30,8,0,0,0,50.4,42.6,35.2,35.2,38.9,37,20.0,21.0,Yes,No,No,No,No,15000800,15,00,0800,32,10560,800,1500,16,1.005,16.08
Cold Greataxe,Greataxe,Cold,Greataxe,,Standard,"Greataxe akin to a huge lump of iron. Recognized as the weapon of choice of badland chieftains. Too heavy to be wielded by those of merely ordinary strength, blows from this axe will flatten enemies, and the force of its charged attack is a sight to behold.",Causes frost buildup (80),-,-,Barbaric Roar,16,13,100,770,124,93,0,0,0,100,84,45,D,27,D,36,D,0,-,0,-,30,8,0,0,0,50.4,37.0,37.0,37.0,37.0,37,21.0,21.0,Yes,No,No,No,No,15000900,15,00,0900,32,10560,900,1500,16,1.005,16.08
Poison Greataxe,Greataxe,Poison,Greataxe,,Standard,"Greataxe akin to a huge lump of iron. Recognized as the weapon of choice of badland chieftains. Too heavy to be wielded by those of merely ordinary strength, blows from this axe will flatten enemies, and the force of its charged attack is a sight to behold.",Causes poison buildup (80),-,-,Barbaric Roar,16,13,100,770,124,0,0,0,0,100,84,47,D,29,D,0,-,0,-,30,D,30,8,0,0,0,50.4,37.0,37.0,37.0,37.0,37,21.0,21.0,Yes,No,No,No,No,15001000,15,00,1000,32,10560,1000,1500,16,1.005,16.08
Blood Greataxe,Greataxe,Blood,Greataxe,,Standard,"Greataxe akin to a huge lump of iron. Recognized as the weapon of choice of badland chieftains. Too heavy to be wielded by those of merely ordinary strength, blows from this axe will flatten enemies, and the force of its charged attack is a sight to behold.",Causes blood loss buildup (69),-,-,Barbaric Roar,16,13,100,770,124,0,0,0,0,100,84,47,D,29,D,0,-,0,-,30,D,30,8,0,0,0,50.4,37.0,37.0,37.0,37.0,37,21.0,21.0,Yes,No,No,No,No,15001100,15,00,1100,32,10560,1100,1500,16,1.005,16.08
Occult Greataxe,Greataxe,Occult,Greataxe,,Standard,"Greataxe akin to a huge lump of iron. Recognized as the weapon of choice of badland chieftains. Too heavy to be wielded by those of merely ordinary strength, blows from this axe will flatten enemies, and the force of its charged attack is a sight to behold.",-,-,-,Barbaric Roar,16,13,100,770,131,0,0,0,0,100,84,16,E,9,E,0,-,0,-,68,C,30,8,0,0,0,53.0,37.0,37.0,37.0,37.0,37,21.0,21.0,Yes,No,No,No,No,15001200,15,00,1200,32,10560,1200,1500,16,1.005,16.08
Warped Axe,Warped Axe,-,Axe,,Standard,"Oversized double-headed axe with a bizarre, almost melted appearance. Brute strength is the only thing required to wield this weapon, which appears to have taken quite the beating itself.",-,-,-,War Cry,16,7.5,200,460,118,0,0,0,0,100,64,83,C,0,-,0,-,0,-,0,-,24,8,0,0,0,56.0,37.0,37.0,37.0,37.0,43,18.0,18.0,Yes,No,No,No,Yes,15010000,15,01,0000,30,10561,0,1407,14,1.23,17.22
